sim_num,max_danger,avg_danger,interactions,lane_switch_interactions,tailgating_interactions,goals_not_reached,collisions,emergency_maneuvers,avg_velocity,overall_steps,number_egos
0,2.3598178955437947,0.8881602779420976,0,0,0,0,0,0,7.960842391711524,150,2
1,2.3275597886879797,0.8017373716574702,1,1,0,0,0,1,7.869027552066509,169,2
2,2.3598178955437947,0.8881602779420976,0,0,0,0,0,0,7.960842391711524,150,2
3,2.6697173939792407,1.1174319316706454,0,0,0,0,0,0,8.287284852625584,150,3
4,2.6697173939792407,1.1174319316706454,0,0,0,0,0,0,8.287284852625584,150,3
5,2.3598178955437947,0.8881602779420976,0,0,0,0,0,0,7.960842391711524,150,2
6,0.06039472205360781,0.04146560360348895,0,0,0,0,0,0,8.019596639016836,150,2
7,2.7766918063417445,1.1734993388012638,1,1,0,0,0,0,8.57075372608524,150,2
8,2.7766918063417445,1.1734993388012638,1,1,0,0,0,0,8.57075372608524,150,2
9,3.249877061191435,1.400273870072548,1,1,0,0,0,0,7.569983187348104,150,3
10,3.249877061191435,1.400273870072548,1,1,0,0,0,0,7.569983187348104,150,3
11,3.249877061191435,1.400273870072548,1,1,0,0,0,0,7.569983187348104,150,3
12,4.106518512529093,1.1180781558621464,0,0,0,0,0,0,7.277064950289335,150,3
13,3.1957468877796287,1.1457913987905823,0,0,0,0,0,0,7.293122085090999,169,3
14,2.615509014319672,0.8651488265958258,0,0,0,0,0,0,8.475937034540177,150,2
15,3.5983863427547753,1.120315625032579,0,0,0,0,0,0,7.114377005292097,163,3
16,3.9625653471683098,1.1165428157714772,0,0,0,0,0,0,7.192170466722597,150,3
17,3.4486277547668247,0.5284481393566874,0,0,0,0,0,0,6.500808656819093,150,2
18,5.406792435627361,1.0211202388006313,0,0,0,2,1,2,9.787208326942634,150,3
19,5.88917899686961,1.459066394609959,0,0,0,2,1,2,9.245244311621306,150,4
20,5.999431714414881,1.4472982765617772,0,0,0,2,1,3,9.689837736766112,150,4
21,3.7667614655881447,1.2214698350819129,0,0,0,0,0,0,9.178664532110933,150,3
22,5.999431714414881,1.4472982765617772,0,0,0,2,1,3,9.689837736766112,150,4
23,2.1945068053554206,0.5563921093332529,11,5,6,2,1,3,10.430791674542453,105,3
24,3.145560535104244,1.176457038160133,0,0,0,0,0,0,8.831900050091393,150,3
25,8.374689774410676,1.6342388437685396,3,3,0,1,0,5,12.738588574912436,150,3
