sim_num,max_danger,avg_danger,interactions,lane_switch_interactions,tailgating_interactions,goals_not_reached,collisions,emergency_maneuvers,avg_velocity,overall_steps,number_egos
318,29.024549728924757,4.960350027418868,6,6,0,2,0,11,12.832577841828705,122,6
319,19.08081324824904,4.767386154000148,4,4,0,1,0,6,11.721184413795662,122,5
320,16.348317590666905,7.329937572149484,3,3,0,3,0,19,13.275503242896876,128,6
321,29.024549728924757,4.960350027418868,6,6,0,2,0,11,12.832577841828705,122,6
322,16.599098768678804,4.5356994058390905,4,4,0,2,0,11,12.896501186616629,140,6
323,29.024549728924757,4.960350027418868,6,6,0,2,0,11,12.832577841828705,122,6
324,25.124156229245866,5.213035536286317,4,4,0,3,0,16,15.50573169002793,122,5
325,14.587005468212281,3.956945612571033,3,3,0,2,0,10,13.78324853211649,119,5
326,29.024549728924757,4.960350027418868,6,6,0,2,0,11,12.832577841828705,122,6
327,17.421982094177338,4.8685289178933875,7,7,0,2,0,16,12.943222997893454,131,6
328,25.31261053791244,3.8770344651652553,3,3,0,2,0,11,13.742256923769949,122,5
329,28.31171604188319,3.8284442788918684,6,6,0,2,0,11,14.31271250284581,122,5
330,10.097672846681096,3.332775388246555,6,6,0,1,0,7,11.78449893751173,122,5
331,11.105591169101016,2.9227145237975654,2,2,0,2,0,10,15.63629154837677,119,4
332,15.131105154271372,4.215744731683101,11,11,0,2,0,10,12.158987513800769,121,5
333,29.024549728924757,4.960350027418868,6,6,0,2,0,11,12.832577841828705,122,6
334,28.336371723102314,3.8274702069388735,6,6,0,2,0,11,14.290280693956632,122,5
335,19.749133856369212,5.0263346514066924,4,4,0,2,0,10,12.883898527557898,171,6
336,29.024549728924757,4.960350027418868,6,6,0,2,0,11,12.832577841828705,122,6
337,27.893753914144376,4.703934140167441,5,5,0,1,0,6,10.818683798755993,122,5
338,29.024549728924757,4.960350027418868,6,6,0,2,0,11,12.832577841828705,122,6
339,15.131105154271372,4.215744731683101,11,11,0,2,0,10,12.158987513800769,121,5
340,25.33726866312068,3.8948629955023586,3,3,0,2,0,11,14.06648969156791,122,5
341,25.0808394231372,15.98166733834709,19,19,0,3,1,13,13.327284567690713,121,6
342,44.71372631796583,39.01254880504678,4,4,0,4,1,20,13.959164138757794,119,6
343,19.87490151410798,6.295941576970427,4,4,0,2,0,10,14.213993422492495,138,6
344,44.71372631796583,39.01254880504678,4,4,0,4,1,20,13.959164138757794,119,6
345,19.359631715095627,5.102621504223272,6,6,0,2,0,10,13.705802416698697,119,5
346,27.017878589370483,14.600233352415817,14,14,0,3,1,8,18.447256519688548,58,4
347,44.71372631796583,39.01254880504678,4,4,0,4,1,20,13.959164138757794,119,6
348,44.38932101764727,38.54456762814843,4,4,0,4,1,20,14.074675453374828,119,6
349,21.18417931459864,4.893933323645865,7,7,0,1,0,8,12.222790033160518,124,5
350,27.278743988035046,6.348004890172537,11,11,0,2,0,13,13.767587673331676,124,6
351,44.71372631796583,39.01254880504678,4,4,0,4,1,20,13.959164138757794,119,6
352,44.71372631796583,39.01254880504678,4,4,0,4,1,20,13.959164138757794,119,6
353,18.38545418843239,13.975741022164723,2,2,0,3,1,13,13.96168468686034,119,4
354,44.71372631796583,39.01254880504678,4,4,0,4,1,20,13.959164138757794,119,6
355,19.278546351159626,4.732233463120116,3,3,0,2,0,10,15.298141263352036,119,5
356,43.702223997028554,37.28076023698845,4,4,0,4,0,20,15.185189093133705,99,5
357,34.1614075598599,29.09644971908647,6,6,0,3,1,15,13.132681178231502,119,5
358,44.71372631796583,39.01254880504678,4,4,0,4,1,20,13.959164138757794,119,6
359,11.766404247606934,9.401759678271691,4,4,0,4,0,20,12.113493844038324,119,6
360,19.661846499495155,15.279225881746608,3,3,0,4,1,18,15.453708681274817,119,5
361,44.70474838501267,39.24842482249245,4,4,0,4,1,20,13.949441444617845,141,6
362,17.335684208243617,6.0631473710930015,3,3,0,2,0,10,14.220226843486495,138,6
363,44.71372631796583,39.01254880504678,4,4,0,4,1,20,13.959164138757794,119,6
364,44.71372631796583,39.01254880504678,4,4,0,4,1,20,13.959164138757794,119,6
365,14.084973521556893,9.946201302830913,1,1,0,3,1,13,13.548388255863193,119,4
366,10.097672846681096,3.332775388246555,6,6,0,1,0,7,11.78449893751173,122,5
367,44.71372631796583,39.01254880504678,4,4,0,4,1,20,13.959164138757794,119,6
368,19.87490151410798,6.295941576970427,4,4,0,2,0,10,14.213993422492495,138,6
369,19.734182399876246,15.369834254097784,3,3,0,4,1,18,15.453708681274817,119,5
370,23.384527962803883,12.992011128016669,9,9,0,3,1,11,15.26065092022592,119,5
371,37.11647917249971,29.898105137771577,4,4,0,3,0,15,13.963595255209402,119,6
372,44.71372631796583,39.01254880504678,4,4,0,4,1,20,13.959164138757794,119,6
373,43.98016106768349,38.212947971157114,4,4,0,4,1,20,14.796327802135236,119,6
374,44.85331802285519,38.588536803285066,4,4,0,4,1,20,14.120948513824581,100,6
375,44.24517261766723,38.50933112248708,4,4,0,4,1,20,14.032477595733384,108,6
376,19.26159136258921,4.947786859400924,3,3,0,2,0,10,15.58200961238818,100,5
377,23.074401399693063,9.693600784395112,4,4,0,3,0,15,14.964571423727993,100,6
378,34.30099926474927,28.79454048268603,6,6,0,3,1,15,13.339775889087136,100,5
379,44.85331802285519,38.588536803285066,4,4,0,4,1,20,14.120948513824581,100,6
380,44.85331802285519,38.588536803285066,4,4,0,4,1,20,14.120948513824581,100,6
381,42.31409584381406,36.12252815625959,3,3,0,3,1,15,13.816294234999239,91,5
382,44.85331802285519,38.588536803285066,4,4,0,4,1,20,14.120948513824581,100,6
383,44.85331802285519,38.588536803285066,4,4,0,4,1,20,14.120948513824581,100,6
384,36.93696048216006,12.672047133290418,7,7,0,3,0,17,13.635936982222418,100,6
385,44.815116195707304,38.546871370155124,4,4,0,4,1,20,13.67206230938439,100,6
386,19.13788547633838,15.065496213616566,3,3,0,4,1,18,15.88653152839275,91,5
387,44.2956987830583,38.52724110962387,4,4,0,4,1,20,14.17401122257349,107,6
388,44.90838555589541,38.62282428328606,4,4,0,4,1,20,14.087074372540743,101,6
389,44.86579721253633,38.55586903598653,4,4,0,4,1,20,14.087074372540743,101,6
390,34.35606679778949,28.82124473831196,6,6,0,3,1,15,13.299395720317497,101,5
391,19.292044302187904,4.941093677979929,3,3,0,2,0,10,15.531028395068894,101,5
392,44.90838555589541,38.62282428328606,4,4,0,4,1,20,14.087074372540743,101,6
393,43.739675520220416,37.38353874466543,3,3,0,3,1,15,12.597752383689611,101,5
394,44.84051961513734,38.58044847644671,4,4,0,4,1,20,14.087074372540743,101,6
395,23.56114985292864,5.220905811527778,9,9,0,2,0,13,14.507363848642875,124,6
396,9.439650651798207,3.3063890056376217,8,8,0,1,0,6,12.36863136171316,124,5
397,19.936752014316593,5.143530182366763,9,9,0,2,0,12,13.395124942786374,122,6
398,26.926870525256216,5.536077130204589,11,11,0,2,0,13,13.928888894465295,123,6
399,44.84051961513734,38.58044847644671,4,4,0,4,1,20,14.087074372540743,101,6
400,37.99716291045033,32.280982445513395,12,12,0,4,1,20,14.05384283476976,101,6
